id,曲名,歌手名,JoySound,DAM,Others
140,少女が見た過去の記憶,EastNewSound feat.築山さえ,○,-,-
139,恋の氷結おてんば湯けむりチルノ温泉,イオシス/miko (Alternative ending),○,○,-
138,ワンルームシュガーライフ,ナナヲアカリ,○,○,-
137,SCARBOROUGH FAIR/CANTICLE,SIMON&GARFUNKEL,○,○,-
136,RE:I AM,Aimer,○,○,-
135,ハシタイロ,rionos,○,○,-
134,愛言葉IV,DECO*27,○,○,-
133,ゾンビ,DECO*27,○,○,-
132,Asphodelos,Ariabl'eyeS,○,-,-
131,月追いの都市,霜月はるか,○,-,-
130,ねこ巫女れいむ,イオシス/miko,○,○,-
129,粉雪,レミオロメン,○,○,-
128,Sincerely,TRUE,○,○,-
127,君の知らない物語,supercell,○,○,-
126,Esse,やなぎなぎ,○,○,-
125,Who killed U.N.Owen,Liz Triangle,○,○,-
124,地球をあげる,はるまきごはん feat.LUMi,○,○,-
123,can cry,やなぎなぎ,○,○,-
122,ン・パカマーチ,徳光由香,○,-,-
121,英雄の詩篇,ダズビー,○,-,-
120,nuit,春野 feat.初音ミク,○,○,-
119,幻想楼閣,橋本みゆき,○,-,-
118,雨の菫青石,佐藤聡美,○,-,-
117,動く、動く,チト(CV:水瀬いのり)、ユーリ(CV:久保ユリカ),○,○,-
116,アルストロメリアの枯言葉,SeA0,○,-,-
115,桜花散華,秣本瑳羅 (Riverside),○,○,-
114,手のひらピアニッシモ,幽閉サテライト/senya,○,○,-
113,零れ桜,幽閉サテライト/senya,○,○,-
112,孤独月,幽閉サテライト/senya,○,○,-
111,あげぽよTONIGHT,イオシス/miko (Alternative ending),○,-,-
110,Weiβ ～幻想への誘い～,霜月はるか†Revo,○,○,-
109,ラテラリティ,やなぎなぎ,○,○,-
108,you,雪野五月,○,-,-
107,蒼空に舞え、墨染の桜,Silver Forest feat. さゆり,○,○,-
106,Crescendo,秣本瑳羅 (Riverside),○,-,-
105,花が散る世界,Linked Horizon,○,-,-
104,もののけ姫,米良美一,○,○,-
103,奈落の花,島みやえい子,○,○,-
102,星の涙,三月のパンタシア,○,○,-
101,月に叢雲華に風,幽閉サテライト/senya,○,○,-
100,星が瞬くこんな夜に,supercell,○,○,-
99,Bad Apple!! feat.nomico 影絵ver.,Alstroemeria Records,○,-,-
98,幻想浪漫綺行〈Another Sky Remix〉,凋叶棕 feat.めらみぽっぷ,○,-,-
97,偽らない君へ,やなぎなぎ,○,-,-
96,Ambivalentidea,やなぎなぎ,○,○,-
95,Ahoy!! 我ら宝鐘海賊団☆,宝鐘マリン,○,○,-
94,フォニイ,ツミキ,○,○,-
93,カフカなる群青へ,幽閉サテライト/senya,○,○,-
92,キメラ,DECO*27,○,○,-
91,うつろわざるもの,凋叶棕 feat.めらみぽっぷ,○,-,-
90,誇り高きアイドル,HoneyWorks feat.Kotoha,○,○,-
89,ゼロの足跡,角巻わため,○,○,-
88,sweet little sister,Silver Forest feat. さゆり,○,○,-
87,Schwarz ～そして少女は森の中～,霜月はるか†Revo,○,-,-
86,ヒトリシズカ,幽閉サテライト/senya,○,○,-
85,恋色マスタースパーク --<SplashSpeed>,efs feat.結城京華,○,-,-
84,ロミオとシンデレラ,doriko,○,○,-
83,鳥の詩,Lia,○,○,-
82,忘れじの言の葉,安次嶺希和子,○,○,-
81,REFLECT,Gawr Gura,○,-,-
80,永遠のメロディ,藤宮ゆき/いえろ～ぜぶら(あ～るの～と),○,-,-
79,色は匂へど 散りぬるを,幽閉サテライト/senya,○,○,-
78,シャルイース,アキ・ローゼンタール,○,○,-
77,心に届く詩,Lia(Veil),○,○,-
76,カザハネ,霜月はるか,○,○,-
75,SPiCa -ReACT-,GARNiDELiA,○,○,-
74,Arrietty's Song,CECILE CORBEL,○,-,-
73,希望へ向う譚詩曲,Linked Horizon,○,-,-
72,風の行方,Linked Horizon,○,-,-
71,ルクセンダルク紀行,Linked Horizon,○,-,-
70,華鳥風月,幽閉サテライト/senya,○,○,-
69,穢れなき薔薇十字,Ariabl’eyeS,○?,-,-
68,Romanesque Romancia,Ariabl’eyeS,○?,-,-
67,残響は棺の中へ,Ariabl’eyeS,○?,-,-
66,蒼の果実,Ariabl’eyeS,○?,-,-
65,アオイトリ,橋本みゆき,○?,-,-
64,こころに響く恋ほたる,橋本みゆき,○?,-,-
63,コトダマ紡ぐ未来,山崎もえ,○?,-,-
62,もしも時を跳べたら,霜月はるか,-,○,-
61,Flower Garden,麻枝准×やなぎなぎ,-,○,-
60,飛翔、蒼の最果て,紺碧studio,-,○,-
59,想いの果て,tohko(トーコ),-,○,-
58,Long for…,瀬名,-,○,-
57,CorLeonis,やなぎなぎ,-,○,-
56,concent,やなぎなぎ,-,○,-
55,euaru,やなぎなぎ,-,○,-
54,day break,三月のパンタシア,-,○,-
53,夏のファンタジア,佐藤ひろ美(佐藤裕美),-,○,-
52,火吹き山の魔法使い,麻枝准×やなぎなぎ,-,○,-
51,ナルキッソス～eon～,eufonius,-,○,-
50,灰桜,幽閉サテライト,-,○,-
49,千華繚乱,幽閉サテライト,-,○,-
48,ソレイユ-Soleil-,トラボルタ feat.鏡音リン,-,○,-
47,光の中に,KOKIA,-,○,-
46,フクロウ～フクロウが知らせる客が来たと～,KOKIA,-,○,-
45,Ga1ahad and Scientific Witchery,Mili,-,○,-
44,終わりの世界から,麻枝准×やなぎなぎ,-,○,-
43,Bad Apple!! feat. nomico -Silhouette MV Ver.-,Alstroemeria Records,-,○,-
42,鳥よ,凋叶棕,-,○,-
41,お賽銭 ちょうだい,イオシス/miko(Alternative ending),-,○,-
40,アリス→デレ,イオシス/miko(Alternative ending),-,○,-
39,物凄い狂っとるフランちゃんが物凄いうた,Halozy feat. ななひら,-,○,-
38,物凄いバーニングで魔理沙が物凄いうた,Halozy feat. ななひら,-,○,-
37,物凄いコロシアムでアリスが物凄いうた,Halozy feat. ななひら,-,○,-
36,うたかた花火,supercell,-,○,-
35,Last Smile,麻枝准×やなぎなぎ,-,○,-
34,千本桜,WhiteFlame feat.初音ミク,-,○,-
33,ひぐらしのなく頃に,島みやえい子(島宮えい子),-,○,-
32,Arrietty's Song,セシル・コルベル,-,○,-
31,ン・パカ マーチ,原紗友里(あにそんボーカルVer.),-,○,-
30,ツキノテラス,やなぎなぎ,-,-,☆
29,風の唄,,-,-,☆
28,Re:TrymenT,,-,-,☆
27,水恋,やなぎなぎ,-,-,☆
26,一雫,やなぎなぎ,-,-,☆
25,仔猫と雨,やなぎなぎ,-,-,☆
24,送電塔,やなぎなぎ,-,-,☆
23,眠り姫,やなぎなぎ,-,-,☆
22,muddy cloud,,-,-,☆
21,echoes,やなぎなぎ,-,-,☆
20,Little Forest,やなぎなぎ,-,-,☆
19,Navis,やなぎなぎ,-,-,☆
18,Translucent,やなぎなぎ,-,-,☆
17,千本桜(English),,-,-,☆
16,Bad Apple!(English),,-,-,☆
15,Diamond Dust,nimo(Polar Night After Story),-,-,☆
14,thanks,園崎詩音(ひぐらしのなく頃に),-,-,☆
13,一瞬のクオリア,茶太&霜月はるか,-,-,☆
12,コーティングチョコ(プライマルハーツ),小春めう,-,-,☆
11,Candy a Mine,,-,-,☆
10,Detour,fripSide,-,-,☆
9,H2O,monet,-,-,☆
8,Labyrinth,真理絵,-,-,☆
7,たいせつなきみのために、ぼくにできるいちばんのこと,Duca,-,-,☆
6,終章(零れる砂のアリア),霜月はるか,-,-,☆
5,Fractal Azure,霜月はるか,-,-,☆
4,Class::DISTLLISTA(アルノサージュ),霜月はるか,-,-,☆
3,Element of SPADA,霜月はるか,-,-,☆
2,Mirage,霜月はるか,-,-,☆
1,Orchestra Score,ギャングスタ・リパブリカ,-,-,☆
